Please Enter Comand
> ÿ20	1
40	1
60	1
80	1
100	1
120	1
140	1
160	1
180	1
200	1
220	1
240	1
260	1
280	1
300	1
320	1
340	1
360	1
380	1
400	1
420	1
440	1
460	1
480	1
500	1
520	1
540	1
560	1
580	1
600	1
620	1
640	1
660	1
680	1
700	1
720	1
740	1
760	1
780	1
800	1
820	1
840	1
860	1
880	1
900	1
920	1
940	1
960	1
980	1
1000	1
1020	1
1040	1
1060	1
1080	1
1100	1
1120	1
1140	1
1160	1
1180	1
1200	1
1220	1
1240	1
1260	1
1280	1
1300	1
1320	1
1340	1
1360	1
1380	1
1400	1
1420	1
1440	1
1460	1
1480	1
1500	1
1520	1
1540	1
1560	1
1580	1
1600	1
1620	1
1640	1
1660	1
1680	1
1700	1
1720	1
1740	1
1760	1
1780	1
1800	1
1820	1
1840	1
1860	1
1880	1
1900	1
1920	1
1940	1
1960	1
1980	1
2000	1
2020	1
2040	1
2060	1
2080	1
2100	1
2120	1
2140	1
2160	1
2180	1
2200	1
2220	1
2240	1
2260	1
2280	1
2300	1
2320	1
2340	1
2360	1
2380	1
2400	1
2420	1
2440	1
2460	1
2480	1
2500	1
2520	1
2540	1
2560	1
2580	1
2600	1
2620	1
2640	1
2660	1
2680	1
2700	1
2720	1
2740	1
2760	1
2780	1
2800	1
2820	1
2840	1
2860	1
2880	1
2900	1
2920	1
2940	1
2960	1
2980	1
3000	1
3020	1
3040	1
3060	1
3080	1
3100	1
3120	1
3140	1
3160	1
3180	1
3200	1
3220	1
3240	1
3260	1
3280	1
3300	1
3320	1
3340	1
3360	1
3380	1
3400	1
3420	1
3440	1
3460	1
3480	1
3500	1
3520	1
3540	1
3560	1
3580	1
3600	1
3620	1
3640	1
3660	1
3680	1
3700	1
3720	1
Please Enter Comand
> ÿ20	1
40	1
60	1
80	1
100	1
120	1
140	1
160	1
180	1
200	1
220	1
240	1
260	1
280	1
300	1
320	1
340	1
360	1
380	1
400	1
420	1
440	1
460	1
480	1
500	1
520	1
540	1
560	1
580	1
600	1
620	1
640	1
660	1
680	1
700	1
720	1
740	1
760	1
780	1
800	1
820	1
840	1
860	1
880	1
900	1
920	1
940	1
960	1
980	1
1000	1
1020	1
1040	1
1060	1
1080	1
1100	1
1120	1
1140	1
1160	1
1180	1
1200	1
1220	1
1240	1
1260	1
1280	1
1300	1
1320	1
1340	1
1360	1
1380	1
1400	1
1420	1
1440	1
1460	1
1480	1
1500	1
1520	1
1540	1
1560	1
1580	1
1600	1
1620	1
1640	1
1660	1
1680	1
1700	1
1720	1
1740	1
1760	1
1780	1
1800	1
1820	1
1840	1
1860	1
1880	1
1900	1
1920	1
1940	1
1960	1
1980	1
2000	1
2020	1
2040	1
2060	1
2080	1
2100	1
2120	1
2140	1
2160	1
2180	1
2200	1
2220	1
2240	1
2260	1
2280	1
2300	1
2320	1
2340	1
2360	1
2380	1
2400	1
2420	1
2440	1
2460	1
2480	1
2500	1
2520	1
2540	1
2560	1
2580	1
2600	1
2620	1
2640	1
2660	1
2680	1
2700	1
2720	1
2740	1
2760	1
2780	1
2800	1
2820	1
2840	1
2860	1
2880	1
2900	1
2920	1
2940	1
2960	1
2980	1
3000	1
3020	1
3040	1
3060	1
3080	1
3100	1
3120	1
3140	1
3160	1
3180	1
3200	1
3220	1
3240	1
3260	1
3280	1
3300	1
3320	1
3340	1
3360	1
3380	1
3400	1
3420	1
3440	1
3460	1
3480	1
3500	1
3520	1
3540	1
3560	1
3580	1
3600	1
3620	1
3640	1
3660	1
3680	1
3700	1
3720	1
3740	1
3760	1
3780	1
3800	1
3820	1
3840	1
3860	1
3880	1
3900	1
3920	1
3940	1
3960	1
3980	1
4000	1
4020	1
4040	1
4060	1
